# t x y z qx qy qz qw
1.645543343950000048e+09 -5.706360816955566406e+00 -1.653181076049804688e+01 -4.141619801521301270e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 7.418150305747985840e-01 6.706045866012573242e-01
1.645543344000000000e+09 -5.706360816955566406e+00 -1.653181076049804688e+01 -4.141619801521301270e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 7.418150305747985840e-01 6.706045866012573242e-01
1.645543344049999952e+09 -5.748885154724121094e+00 -1.648673248291015625e+01 -3.797501921653747559e-01 2.868981566280126572e-03 1.380003523081541061e-03 7.437189221382141113e-01 6.684849262237548828e-01
1.645543344099999905e+09 -5.782767295837402344e+00 -1.643796348571777344e+01 -3.491642773151397705e-01 6.034337915480136871e-03 2.760213566944003105e-03 7.458096146583557129e-01 6.661261320114135742e-01
1.645543344150000095e+09 -5.810037612915039062e+00 -1.638841056823730469e+01 -3.220547437667846680e-01 9.444170631468296051e-03 4.140108823776245117e-03 7.480478882789611816e-01 6.635646224021911621e-01
1.645543344200000048e+09 -5.832625389099121094e+00 -1.634003448486328125e+01 -2.978771924972534180e-01 1.304547302424907684e-02 5.520102567970752716e-03 7.503948211669921875e-01 6.608380079269409180e-01
1.645543344250000000e+09 -5.852177619934082031e+00 -1.629411315917968750e+01 -2.760621607303619385e-01 1.678584329783916473e-02 6.900081876665353775e-03 7.528129220008850098e-01 6.579842567443847656e-01
1.645543344299999952e+09 -5.869257450103759766e+00 -1.625106620788574219e+01 -2.563959360122680664e-01 2.061315812170505524e-02 8.279658854007720947e-03 7.552655935287475586e-01 6.550423502922058105e-01
1.645543344349999905e+09 -5.884171009063720703e+00 -1.621112251281738281e+01 -2.387627363204956055e-01 2.447484992444515228e-02 9.658881463110446930e-03 7.577173113822937012e-01 6.520523428916931152e-01
1.645543344400000095e+09 -5.897263050079345703e+00 -1.617450141906738281e+01 -2.230158895254135132e-01 2.831809222698211670e-02 1.103800628334283829e-02 7.601335048675537109e-01 6.490556001663208008e-01
1.645543344450000048e+09 -5.909057617187500000e+00 -1.614151573181152344e+01 -2.089398950338363647e-01 3.209084272384643555e-02 1.241670735180377960e-02 7.624816894531250000e-01 6.460943222045898438e-01
1.645543344500000000e+09 -5.919029235839843750e+00 -1.611190414428710938e+01 -1.967372894287109375e-01 3.574036806821823120e-02 1.379527989774942398e-02 7.647296190261840820e-01 6.432114243507385254e-01
1.645543344549999952e+09 -5.927591323852539062e+00 -1.608589553833007812e+01 -1.862328350543975830e-01 3.921483457088470459e-02 1.517335884273052216e-02 7.668468356132507324e-01 6.404513120651245117e-01
1.645543344599999905e+09 -5.934931278228759766e+00 -1.606361007690429688e+01 -1.773392409086227417e-01 4.246178269386291504e-02 1.655115187168121338e-02 7.688033580780029297e-01 6.378591656684875488e-01
1.645543344650000095e+09 -5.941047191619873047e+00 -1.604506874084472656e+01 -1.700494289398193359e-01 4.542925208806991577e-02 1.792860776185989380e-02 7.705709338188171387e-01 6.354802846908569336e-01
1.645543344700000048e+09 -5.945932388305664062e+00 -1.603027343750000000e+01 -1.643563061952590942e-01 4.806501418352127075e-02 1.930586807429790497e-02 7.721208930015563965e-01 6.333611607551574707e-01
1.645543344750000000e+09 -5.949581146240234375e+00 -1.601924324035644531e+01 -1.602528393268585205e-01 5.031704157590866089e-02 2.068307250738143921e-02 7.734258174896240234e-01 6.315479874610900879e-01
1.645543344799999952e+09 -5.951987266540527344e+00 -1.601199722290039062e+01 -1.577323079109191895e-01 5.213335901498794556e-02 2.206034585833549500e-02 7.744579911231994629e-01 6.300875544548034668e-01
1.645543344849999905e+09 -5.953145503997802734e+00 -1.600854301452636719e+01 -1.567875593900680542e-01 5.346235260367393494e-02 2.343750372529029846e-02 7.751896381378173828e-01 6.290258765220642090e-01
1.645543344900000095e+09 -5.956274509429931641e+00 -1.599861526489257812e+01 -1.529255658388137817e-01 5.425159633159637451e-02 2.481503598392009735e-02 7.755921483039855957e-01 6.284088492393493652e-01
1.645543344950000048e+09 -5.961365699768066406e+00 -1.598222351074218750e+01 -1.461422741413116455e-01 5.444923043251037598e-02 2.619298547506332397e-02 7.756363153457641602e-01 6.282815337181091309e-01
1.645543345000000000e+09 -5.968445777893066406e+00 -1.595940685272216797e+01 -1.364084631204605103e-01 5.400317162275314331e-02 2.757139317691326141e-02 7.752907872200012207e-01 6.286874413490295410e-01
1.645543345049999952e+09 -5.977515697479248047e+00 -1.593016338348388672e+01 -1.237193271517753601e-01 5.288457870483398438e-02 2.895063534379005432e-02 7.745343446731567383e-01 6.296519637107849121e-01
1.645543345099999905e+09 -5.988576412200927734e+00 -1.589449214935302734e+01 -1.080835685133934021e-01 5.115883052349090576e-02 3.033150359988212585e-02 7.733916640281677246e-01 6.311323046684265137e-01
1.645543345150000095e+09 -6.001380443572998047e+00 -1.585220146179199219e+01 -8.972328156232833862e-02 4.891448840498924255e-02 3.171512484550476074e-02 7.718980908393859863e-01 6.330679059028625488e-01
1.645543345200000048e+09 -6.015581130981445312e+00 -1.580305099487304688e+01 -6.893867254257202148e-02 4.624044895172119141e-02 3.310230374336242676e-02 7.700880169868469238e-01 6.353979110717773438e-01
1.645543345250000000e+09 -6.031680583953857422e+00 -1.574733638763427734e+01 -4.533836245536804199e-02 4.322554916143417358e-02 3.449393808841705322e-02 7.679965496063232422e-01 6.380619406700134277e-01
1.645543345299999952e+09 -6.049228191375732422e+00 -1.568473625183105469e+01 -1.938354410231113434e-02 3.995848447084426880e-02 3.589115664362907410e-02 7.656598091125488281e-01 6.409995555877685547e-01
1.645543345349999905e+09 -6.067950248718261719e+00 -1.561503601074218750e+01 8.637466467916965485e-03 3.652829304337501526e-02 3.729489073157310486e-02 7.631142735481262207e-01 6.441518068313598633e-01
1.645543345400000095e+09 -6.088407039642333984e+00 -1.553860092163085938e+01 3.924476355314254761e-02 3.302416205406188965e-02 3.870609775185585022e-02 7.603987455368041992e-01 6.474603414535522461e-01
1.645543345450000048e+09 -6.109250545501708984e+00 -1.545448684692382812e+01 7.092254608869552612e-02 2.953525632619857788e-02 4.012591764330863953e-02 7.575534582138061523e-01 6.508690118789672852e-01
1.645543345500000000e+09 -6.131792068481445312e+00 -1.536356449127197266e+01 1.051041409373283386e-01 2.615075372159481049e-02 4.155556857585906982e-02 7.546200752258300781e-01 6.543224453926086426e-01
1.645543345549999952e+09 -6.154125690460205078e+00 -1.526454830169677734e+01 1.394697576761245728e-01 2.295987680554389954e-02 4.299640282988548279e-02 7.516425848007202148e-01 6.577671170234680176e-01
1.645543345599999905e+09 -6.177629470825195312e+00 -1.515835189819335938e+01 1.756335347890853882e-01 2.005206048488616943e-02 4.444971680641174316e-02 7.486664056777954102e-01 6.611509919166564941e-01
1.645543345650000095e+09 -6.200618743896484375e+00 -1.504389381408691406e+01 2.114109694957733154e-01 1.751668006181716919e-02 4.591692239046096802e-02 7.457386851310729980e-01 6.644235253334045410e-01
1.645543345700000048e+09 -6.223412990570068359e+00 -1.492144489288330078e+01 2.471041828393936157e-01 1.544307917356491089e-02 4.739953577518463135e-02 7.429075241088867188e-01 6.675351858139038086e-01
1.645543345750000000e+09 -6.245888710021972656e+00 -1.479092216491699219e+01 2.825276255607604980e-01 1.392057910561561584e-02 4.889912158250808716e-02 7.402224540710449219e-01 6.704371571540832520e-01
1.645543345799999952e+09 -6.265441894531250000e+00 -1.465113449096679688e+01 3.140107691287994385e-01 1.303841546177864075e-02 5.041737854480743408e-02 7.377326488494873047e-01 6.730813384056091309e-01
1.645543345849999905e+09 -6.280605316162109375e+00 -1.451603984832763672e+01 3.404263854026794434e-01 1.288596168160438538e-02 5.195586010813713074e-02 7.354880571365356445e-01 6.754197478294372559e-01
1.645543345900000095e+09 -6.291872501373291016e+00 -1.438593959808349609e+01 3.625398278236389160e-01 1.355237513780593872e-02 5.351631343364715576e-02 7.335370182991027832e-01 6.774035692214965820e-01
1.645543345950000048e+09 -6.297518253326416016e+00 -1.426073932647705078e+01 3.794340491294860840e-01 1.512689888477325439e-02 5.510030686855316162e-02 7.319270372390747070e-01 6.789830923080444336e-01
1.645543346000000000e+09 -6.298498630523681641e+00 -1.414105892181396484e+01 3.925117552280426025e-01 1.769876852631568909e-02 5.670931935310363770e-02 7.307029366493225098e-01 6.801058053970336914e-01
1.645543346049999952e+09 -6.297075271606445312e+00 -1.402710151672363281e+01 4.031895697116851807e-01 2.132067829370498657e-02 5.834384262561798096e-02 7.298913598060607910e-01 6.807348728179931641e-01
1.645543346099999905e+09 -6.289679050445556641e+00 -1.391909885406494141e+01 4.099308550357818604e-01 2.589974552392959595e-02 6.000027060508728027e-02 7.294550538063049316e-01 6.808998584747314453e-01
1.645543346150000095e+09 -6.282196998596191406e+00 -1.381706714630126953e+01 4.158006310462951660e-01 3.130622208118438721e-02 6.167423725128173828e-02 7.293400168418884277e-01 6.806462407112121582e-01
1.645543346200000048e+09 -6.269704341888427734e+00 -1.372148418426513672e+01 4.188016653060913086e-01 3.741045296192169189e-02 6.336109340190887451e-02 7.294921875000000000e-01 6.800199151039123535e-01
1.645543346250000000e+09 -6.257624149322509766e+00 -1.363191127777099609e+01 4.212457835674285889e-01 4.408263787627220154e-02 6.505630910396575928e-02 7.298579216003417969e-01 6.790668964385986328e-01
1.645543346299999952e+09 -6.243892669677734375e+00 -1.354872322082519531e+01 4.224983453750610352e-01 5.119294673204421997e-02 6.675539165735244751e-02 7.303854227066040039e-01 6.778348088264465332e-01
1.645543346349999905e+09 -6.228924274444580078e+00 -1.347187995910644531e+01 4.227239489555358887e-01 5.861137807369232178e-02 6.845419108867645264e-02 7.310248613357543945e-01 6.763737201690673828e-01
1.645543346400000095e+09 -6.215191364288330078e+00 -1.340100097656250000e+01 4.227863848209381104e-01 6.620823591947555542e-02 7.014852017164230347e-02 7.317292094230651855e-01 6.747355461120605469e-01
1.645543346450000048e+09 -6.201484203338623047e+00 -1.333637905120849609e+01 4.223939180374145508e-01 7.385377585887908936e-02 7.183471322059631348e-02 7.324541807174682617e-01 6.729755997657775879e-01
1.645543346500000000e+09 -6.186935901641845703e+00 -1.327823257446289062e+01 4.213434457778930664e-01 8.141870796680450439e-02 7.350915670394897461e-02 7.331594824790954590e-01 6.711518168449401855e-01
1.645543346549999952e+09 -6.173943996429443359e+00 -1.322603225708007812e+01 4.202861189842224121e-01 8.877407014369964600e-02 7.516855001449584961e-02 7.338069677352905273e-01 6.693251132965087891e-01
1.645543346599999905e+09 -6.162498474121093750e+00 -1.317980670928955078e+01 4.192428886890411377e-01 9.579104185104370117e-02 7.681016623973846436e-02 7.343626022338867188e-01 6.675596237182617188e-01
1.645543346650000095e+09 -6.152587890625000000e+00 -1.313957214355468750e+01 4.182338714599609375e-01 1.023418009281158447e-01 7.843110710382461548e-02 7.347947955131530762e-01 6.659214496612548828e-01
1.645543346700000048e+09 -6.144045352935791016e+00 -1.310540294647216797e+01 4.172487258911132812e-01 1.082981675863265991e-01 8.002933859825134277e-02 7.350744605064392090e-01 6.644790172576904297e-01
1.645543346750000000e+09 -6.135756492614746094e+00 -1.307762908935546875e+01 4.161001443862915039e-01 1.135331988334655762e-01 8.160233497619628906e-02 7.351744174957275391e-01 6.633022427558898926e-01
1.645543346799999952e+09 -6.129272460937500000e+00 -1.305583190917968750e+01 4.150989353656768799e-01 1.179197356104850769e-01 8.314822614192962646e-02 7.350683808326721191e-01 6.624620556831359863e-01
1.645543346849999905e+09 -6.124576091766357422e+00 -1.304002857208251953e+01 4.142633974552154541e-01 1.213307902216911316e-01 8.466511964797973633e-02 7.347300052642822266e-01 6.620291471481323242e-01
1.645543346900000095e+09 -6.121661186218261719e+00 -1.303024864196777344e+01 4.136122465133666992e-01 1.236394941806793213e-01 8.615100383758544922e-02 7.341319918632507324e-01 6.620736718177795410e-01
1.645543346950000048e+09 -6.120508670806884766e+00 -1.302651119232177734e+01 4.131650030612945557e-01 1.247189939022064209e-01 8.760340511798858643e-02 7.332451343536376953e-01 6.626631021499633789e-01
1.645543347000000000e+09 -6.118890285491943359e+00 -1.302176475524902344e+01 4.129368960857391357e-01 1.244411021471023560e-01 8.902030438184738159e-02 7.320358753204345703e-01 6.638624668121337891e-01
1.645543347049999952e+09 -6.116796970367431641e+00 -1.301603031158447266e+01 4.129443168640136719e-01 1.227175518870353699e-01 9.039798378944396973e-02 7.304756045341491699e-01 6.657131314277648926e-01
1.645543347099999905e+09 -6.114235877990722656e+00 -1.300928688049316406e+01 4.131808876991271973e-01 1.196174845099449158e-01 9.173125028610229492e-02 7.285710573196411133e-01 6.681775450706481934e-01
1.645543347150000095e+09 -6.111219406127929688e+00 -1.300152778625488281e+01 4.136351644992828369e-01 1.152491867542266846e-01 9.301399439573287964e-02 7.263348102569580078e-01 6.711958050727844238e-01
1.645543347200000048e+09 -6.107757568359375000e+00 -1.299272155761718750e+01 4.142965078353881836e-01 1.097213551402091980e-01 9.423922002315521240e-02 7.237770557403564453e-01 6.747050881385803223e-01
1.645543347250000000e+09 -6.103865623474121094e+00 -1.298285865783691406e+01 4.151544868946075439e-01 1.031416133046150208e-01 9.540058672428131104e-02 7.209062576293945312e-01 6.786417365074157715e-01
1.645543347299999952e+09 -6.099559307098388672e+00 -1.297191619873046875e+01 4.161984920501708984e-01 9.561887383460998535e-02 9.649085998535156250e-02 7.177310585975646973e-01 6.829411983489990234e-01
1.645543347349999905e+09 -6.094851016998291016e+00 -1.295987319946289062e+01 4.174174070358276367e-01 8.726213127374649048e-02 9.750324487686157227e-02 7.142605781555175781e-01 6.875392198562622070e-01
1.645543347400000095e+09 -6.089753150939941406e+00 -1.294671154022216797e+01 4.187990128993988037e-01 7.818076759576797485e-02 9.843131899833679199e-02 7.105057239532470703e-01 6.923730969429016113e-01
1.645543347450000048e+09 -6.084278583526611328e+00 -1.293240165710449219e+01 4.203303158283233643e-01 6.848531961441040039e-02 9.926845878362655640e-02 7.064800262451171875e-01 6.973817348480224609e-01
1.645543347500000000e+09 -6.078439712524414062e+00 -1.291694068908691406e+01 4.219965636730194092e-01 5.828682333230972290e-02 1.000087857246398926e-01 7.021997570991516113e-01 7.025071382522583008e-01
1.645543347549999952e+09 -6.072248458862304688e+00 -1.290029716491699219e+01 4.237818717956542969e-01 4.769698157906532288e-02 1.006469354033470154e-01 6.976851224899291992e-01 7.076939344406127930e-01
1.645543347599999905e+09 -6.065711498260498047e+00 -1.288245773315429688e+01 4.256686568260192871e-01 3.682832792401313782e-02 1.011777892708778381e-01 6.929599642753601074e-01 7.128907442092895508e-01
1.645543347650000095e+09 -6.058831691741943359e+00 -1.286340808868408203e+01 4.276366829872131348e-01 2.579366043210029602e-02 1.015971451997756958e-01 6.880527734756469727e-01 7.180501222610473633e-01
1.645543347700000048e+09 -6.050700664520263672e+00 -1.284343719482421875e+01 4.295145273208618164e-01 1.470646634697914124e-02 1.019011139869689941e-01 6.829965710639953613e-01 7.231290936470031738e-01
1.645543347750000000e+09 -6.042192459106445312e+00 -1.282223606109619141e+01 4.314240217208862305e-01 3.680065274238586426e-03 1.020867452025413513e-01 6.778280735015869141e-01 7.280891537666320801e-01
1.645543347799999952e+09 -6.033308029174804688e+00 -1.279979228973388672e+01 4.333419203758239746e-01 -7.171928882598876953e-03 1.021515429019927979e-01 6.725893020629882812e-01 7.328963875770568848e-01
1.645543347849999905e+09 -6.024046421051025391e+00 -1.277610111236572266e+01 4.352439641952514648e-01 -1.773626729846000671e-02 1.020937338471412659e-01 6.673260331153869629e-01 7.375216484069824219e-01
1.645543347900000095e+09 -6.014409065246582031e+00 -1.275114250183105469e+01 4.371050894260406494e-01 -2.789995446801185608e-02 1.019121706485748291e-01 6.620880961418151855e-01 7.419399619102478027e-01
1.645543347950000048e+09 -6.004388332366943359e+00 -1.272490692138671875e+01 4.388993978500366211e-01 -3.755039349198341370e-02 1.016060560941696167e-01 6.569286584854125977e-01 7.461305856704711914e-01
1.645543348000000000e+09 -5.993981838226318359e+00 -1.269739723205566406e+01 4.406006932258605957e-01 -4.657566919922828674e-02 1.011752635240554810e-01 6.519044041633605957e-01 7.500765919685363770e-01
1.645543348049999952e+09 -5.983180999755859375e+00 -1.266859626770019531e+01 4.421852827072143555e-01 -5.488394945859909058e-02 1.006241217255592346e-01 6.470713019371032715e-01 7.537646889686584473e-01
1.645543348099999905e+09 -5.971976280212402344e+00 -1.263850307464599609e+01 4.436421394348144531e-01 -6.246175244450569153e-02 9.997330605983734131e-02 6.424764990806579590e-01 7.571842074394226074e-01
1.645543348150000095e+09 -5.960363864898681641e+00 -1.260711669921875000e+01 4.449636042118072510e-01 -6.931552290916442871e-02 9.924760460853576660e-02 6.381634473800659180e-01 7.603241801261901855e-01
1.645543348200000048e+09 -5.947200775146484375e+00 -1.257486343383789062e+01 4.459859728813171387e-01 -7.545195519924163818e-02 9.847173094749450684e-02 6.341743469238281250e-01 7.631731629371643066e-01
1.645543348250000000e+09 -5.933442115783691406e+00 -1.254137134552001953e+01 4.468356966972351074e-01 -8.087775856256484985e-02 9.767021238803863525e-02 6.305507421493530273e-01 7.657186388969421387e-01
1.645543348299999952e+09 -5.919203758239746094e+00 -1.250658416748046875e+01 4.475239813327789307e-01 -8.560024201869964600e-02 9.686703979969024658e-02 6.273331046104431152e-01 7.679470181465148926e-01
1.645543348349999905e+09 -5.904476165771484375e+00 -1.247049999237060547e+01 4.480449855327606201e-01 -8.962602168321609497e-02 9.608664363622665405e-02 6.245603561401367188e-01 7.698434591293334961e-01
1.645543348400000095e+09 -5.889255046844482422e+00 -1.243311023712158203e+01 4.483934044837951660e-01 -9.296200424432754517e-02 9.535285830497741699e-02 6.222704052925109863e-01 7.713919878005981445e-01
1.645543348450000048e+09 -5.873531341552734375e+00 -1.239441108703613281e+01 4.485642015933990479e-01 -9.561520814895629883e-02 9.468934684991836548e-02 6.204997897148132324e-01 7.725747227668762207e-01
1.645543348500000000e+09 -5.856547832489013672e+00 -1.235252857208251953e+01 4.485283493995666504e-01 -9.759229421615600586e-02 9.411949664354324341e-02 6.192834973335266113e-01 7.733726501464843750e-01
1.645543348549999952e+09 -5.837520599365234375e+00 -1.230778980255126953e+01 4.481975436210632324e-01 -9.889990836381912231e-02 9.366630762815475464e-02 6.186552643775939941e-01 7.737641930580139160e-01
1.645543348599999905e+09 -5.816284179687500000e+00 -1.226025867462158203e+01 4.475496709346771240e-01 -9.954401105642318726e-02 9.335317462682723999e-02 6.186466813087463379e-01 7.737263441085815430e-01
1.645543348650000095e+09 -5.793665409088134766e+00 -1.220956802368164062e+01 4.466714859008789062e-01 -9.953083097934722900e-02 9.320237487554550171e-02 6.192877292633056641e-01 7.732332348823547363e-01
1.645543348700000048e+09 -5.769664287567138672e+00 -1.215570545196533203e+01 4.455594122409820557e-01 -9.886606037616729736e-02 9.323631972074508667e-02 6.206064224243164062e-01 7.722564935684204102e-01
1.645543348750000000e+09 -5.744280815124511719e+00 -1.209866714477539062e+01 4.442103207111358643e-01 -9.755507856607437134e-02 9.347692877054214478e-02 6.226283907890319824e-01 7.707651853561401367e-01
1.645543348799999952e+09 -5.717067718505859375e+00 -1.203864955902099609e+01 4.425862729549407959e-01 -9.560272097587585449e-02 9.394598752260208130e-02 6.253766417503356934e-01 7.687251567840576172e-01
1.645543348849999905e+09 -5.686646461486816406e+00 -1.197629642486572266e+01 4.405775666236877441e-01 -9.301405400037765503e-02 9.466467052698135376e-02 6.288719177246093750e-01 7.660985589027404785e-01
1.645543348900000095e+09 -5.654744625091552734e+00 -1.191077899932861328e+01 4.383151233196258545e-01 -8.979313820600509644e-02 9.565377235412597656e-02 6.331313848495483398e-01 7.628447413444519043e-01
1.645543348950000048e+09 -5.621374607086181641e+00 -1.184208488464355469e+01 4.357969164848327637e-01 -8.594453334808349609e-02 9.693337976932525635e-02 6.381692290306091309e-01 7.589186429977416992e-01
1.645543349000000000e+09 -5.586210727691650391e+00 -1.177037811279296875e+01 4.330050647258758545e-01 -8.147172629833221436e-02 9.852344542741775513e-02 6.439956426620483398e-01 7.542712092399597168e-01
