# t x y z qx qy qz qw
1.645543342700000048e+09 1.114511680603027344e+01 -7.138197898864746094e+00 -2.983577013015747070e+00 5.904842913150787354e-02 2.216154336929321289e-01 2.201885730028152466e-01 9.481122493743896484e-01
1.645543342750000000e+09 1.137788391113281250e+01 -6.969945907592773438e+00 -3.030940294265747070e+00 6.264278292655944824e-02 2.344324290752410889e-01 2.321323454380035400e-01 9.419298768043518066e-01
1.645543342799999952e+09 1.162482929229736328e+01 -6.805043697357177734e+00 -3.074570655822753906e+00 6.603753566741943359e-02 2.462543696165084839e-01 2.436936646699905396e-01 9.357410073280334473e-01
1.645543342849999905e+09 1.187427425384521484e+01 -6.657839298248291016e+00 -3.109376192092895508e+00 6.921375542879104614e-02 2.569815516471862793e-01 2.548444867134094238e-01 9.296365380287170410e-01
1.645543342900000095e+09 1.212775611877441406e+01 -6.533473968505859375e+00 -3.132695198059082031e+00 7.215321809053421021e-02 2.665172219276428223e-01 2.655590474605560303e-01 9.237104058265686035e-01
1.645543342950000048e+09 1.238653659820556641e+01 -6.441562175750732422e+00 -3.139794826507568359e+00 7.483814656734466553e-02 2.747661769390106201e-01 2.758133709430694580e-01 9.180576205253601074e-01
1.645543343000000000e+09 1.264641475677490234e+01 -6.385409832000732422e+00 -3.129705667495727539e+00 7.725105434656143188e-02 2.816351950168609619e-01 2.855849862098693848e-01 9.127733707427978516e-01
1.645543343049999952e+09 1.290301609039306641e+01 -6.361884593963623047e+00 -3.104049205780029297e+00 7.257352024316787720e-02 2.848508059978485107e-01 2.970050871372222900e-01 9.085048437118530273e-01
1.645543343099999905e+09 1.315146923065185547e+01 -6.362368106842041016e+00 -3.071208477020263672e+00 6.858201324939727783e-02 2.868830561637878418e-01 3.077150583267211914e-01 9.046026468276977539e-01
1.645543343150000095e+09 1.339057350158691406e+01 -6.379416465759277344e+00 -3.036291122436523438e+00 6.525265425443649292e-02 2.878968119621276855e-01 3.177221715450286865e-01 9.010605216026306152e-01
1.645543343200000048e+09 1.362038040161132812e+01 -6.407201766967773438e+00 -3.003003120422363281e+00 6.254649907350540161e-02 2.880446612834930420e-01 3.270483016967773438e-01 8.978627920150756836e-01
1.645543343250000000e+09 1.384137916564941406e+01 -6.441332817077636719e+00 -2.973976135253906250e+00 6.041350960731506348e-02 2.874670922756195068e-01 3.357247710227966309e-01 8.949869871139526367e-01
1.645543343299999952e+09 1.405409145355224609e+01 -6.478535175323486328e+00 -2.951064586639404297e+00 5.879422277212142944e-02 2.862944900989532471e-01 3.437930941581726074e-01 8.924040794372558594e-01
1.645543343349999905e+09 1.425887680053710938e+01 -6.516364574432373047e+00 -2.935541629791259766e+00 5.762277543544769287e-02 2.846477031707763672e-01 3.513016998767852783e-01 8.900799751281738281e-01
1.645543343400000095e+09 1.445589828491210938e+01 -6.552988052368164062e+00 -2.928191423416137695e+00 5.682912468910217285e-02 2.826395332813262939e-01 3.583039045333862305e-01 8.879772424697875977e-01
1.645543343450000048e+09 1.466211795806884766e+01 -6.590353965759277344e+00 -2.929973602294921875e+00 5.634036660194396973e-02 2.803763747215270996e-01 3.648559749126434326e-01 8.860557675361633301e-01
1.645543343500000000e+09 1.487713813781738281e+01 -6.628273963928222656e+00 -2.941377401351928711e+00 5.608205497264862061e-02 2.779596447944641113e-01 3.710161447525024414e-01 8.842738866806030273e-01
1.645543343549999952e+09 1.510056018829345703e+01 -6.666557312011718750e+00 -2.962747812271118164e+00 5.597930401563644409e-02 2.754863798618316650e-01 3.768430054187774658e-01 8.825886845588684082e-01
1.645543343599999905e+09 1.533199787139892578e+01 -6.704997539520263672e+00 -2.994350433349609375e+00 5.595707148313522339e-02 2.730507254600524902e-01 3.823948204517364502e-01 8.809576034545898438e-01
1.645543343650000095e+09 1.557109546661376953e+01 -6.743334770202636719e+00 -3.036429643630981445e+00 5.594067275524139404e-02 2.707446813583374023e-01 3.877281844615936279e-01 8.793376684188842773e-01
1.645543343700000048e+09 1.581750202178955078e+01 -6.781225204467773438e+00 -3.089280605316162109e+00 5.585572868585586548e-02 2.686583399772644043e-01 3.928979039192199707e-01 8.776867389678955078e-01
1.645543343750000000e+09 1.607070732116699219e+01 -6.817904949188232422e+00 -3.154041767120361328e+00 5.562811344861984253e-02 2.668803632259368896e-01 3.979564905166625977e-01 8.759628534317016602e-01
1.645543343799999952e+09 1.632996368408203125e+01 -6.849882602691650391e+00 -3.233371496200561523e+00 5.518354475498199463e-02 2.654981613159179688e-01 4.029535055160522461e-01 8.741246461868286133e-01
1.645543343849999905e+09 1.659857940673828125e+01 -6.860717773437500000e+00 -3.318192720413208008e+00 5.444711446762084961e-02 2.645975053310394287e-01 4.079360365867614746e-01 8.721306324005126953e-01
1.645543343900000095e+09 1.688265800476074219e+01 -6.814806938171386719e+00 -3.350042581558227539e+00 5.334279686212539673e-02 2.642624676227569580e-01 4.129483103752136230e-01 8.699388504028320312e-01
1.645543343950000048e+09 1.717162895202636719e+01 -6.740600585937500000e+00 -3.313322067260742188e+00 5.179256200790405273e-02 2.645746171474456787e-01 4.180316329002380371e-01 8.675063848495483398e-01
1.645543344000000000e+09 1.746188926696777344e+01 -6.688547134399414062e+00 -3.272159337997436523e+00 4.971560090780258179e-02 2.656123638153076172e-01 4.232255220413208008e-01 8.647881746292114258e-01
1.645543344049999952e+09 1.775488662719726562e+01 -6.663178443908691406e+00 -3.243743896484375000e+00 4.361350089311599731e-02 2.657098770141601562e-01 4.296318888664245605e-01 8.619237542152404785e-01
1.645543344099999905e+09 1.804724502563476562e+01 -6.658710956573486328e+00 -3.229853391647338867e+00 3.706661611795425415e-02 2.665019929409027100e-01 4.362171590328216553e-01 8.586719036102294922e-01
1.645543344150000095e+09 1.833708190917968750e+01 -6.664338111877441406e+00 -3.226154088973999023e+00 3.016177564859390259e-02 2.679013013839721680e-01 4.430247545242309570e-01 8.550136089324951172e-01
1.645543344200000048e+09 1.862401771545410156e+01 -6.673962116241455078e+00 -3.230120658874511719e+00 2.298600226640701294e-02 2.698200941085815430e-01 4.500970840454101562e-01 8.509296178817749023e-01
1.645543344250000000e+09 1.890797996520996094e+01 -6.684089183807373047e+00 -3.240769624710083008e+00 1.562651991844177246e-02 2.721706032752990723e-01 4.574764370918273926e-01 8.464008569717407227e-01
1.645543344299999952e+09 1.918881034851074219e+01 -6.691049575805664062e+00 -3.259953498840332031e+00 8.170746266841888428e-03 2.748646140098571777e-01 4.652045965194702148e-01 8.414078950881958008e-01
1.645543344349999905e+09 1.946625137329101562e+01 -6.691572189331054688e+00 -3.287560462951660156e+00 7.062479853630065918e-04 2.778142094612121582e-01 4.733236432075500488e-01 8.359327316284179688e-01
1.645543344400000095e+09 1.973991775512695312e+01 -6.682416915893554688e+00 -3.323118925094604492e+00 -6.679370999336242676e-03 2.809314429759979248e-01 4.818748831748962402e-01 8.299574851989746094e-01
1.645543344450000048e+09 2.001022911071777344e+01 -6.664165019989013672e+00 -3.360209226608276367e+00 -1.389840990304946899e-02 2.841283679008483887e-01 4.908998608589172363e-01 8.234654068946838379e-01
1.645543344500000000e+09 2.027809143066406250e+01 -6.636469364166259766e+00 -3.388600349426269531e+00 -2.086330205202102661e-02 2.873173952102661133e-01 5.004394054412841797e-01 8.164397478103637695e-01
1.645543344549999952e+09 2.054375648498535156e+01 -6.601545333862304688e+00 -3.393182277679443359e+00 -2.748648077249526978e-02 2.904105484485626221e-01 5.105339288711547852e-01 8.088642954826354980e-01
1.645543344599999905e+09 2.080430221557617188e+01 -6.563745021820068359e+00 -3.360704898834228516e+00 -3.204368799924850464e-02 2.912000417709350586e-01 5.219653844833374023e-01 8.010792136192321777e-01
1.645543344650000095e+09 2.105985069274902344e+01 -6.531183719635009766e+00 -3.309786796569824219e+00 -3.565768152475357056e-02 2.913238108158111572e-01 5.342128276824951172e-01 7.927644252777099609e-01
1.645543344700000048e+09 2.131355094909667969e+01 -6.505995750427246094e+00 -3.260463237762451172e+00 -3.905414789915084839e-02 2.917366027832031250e-01 5.469452142715454102e-01 7.837189435958862305e-01
1.645543344750000000e+09 2.156668472290039062e+01 -6.488408088684082031e+00 -3.221447706222534180e+00 -4.226867854595184326e-02 2.924434840679168701e-01 5.601444840431213379e-01 7.739045619964599609e-01
1.645543344799999952e+09 2.181845855712890625e+01 -6.475632190704345703e+00 -3.192125797271728516e+00 -4.535126686096191406e-02 2.934381961822509766e-01 5.737829804420471191e-01 7.632890939712524414e-01
1.645543344849999905e+09 2.206830978393554688e+01 -6.466367244720458984e+00 -3.171218872070312500e+00 -4.836609959602355957e-02 2.946993410587310791e-01 5.878239274024963379e-01 7.518483996391296387e-01
1.645543344900000095e+09 2.231588554382324219e+01 -6.460151195526123047e+00 -3.158540010452270508e+00 -5.139113962650299072e-02 2.961882948875427246e-01 6.022225618362426758e-01 7.395670413970947266e-01
1.645543344950000048e+09 2.256074333190917969e+01 -6.455632209777832031e+00 -3.150761127471923828e+00 -5.451633036136627197e-02 2.978461980819702148e-01 6.169286370277404785e-01 7.264395952224731445e-01
1.645543345000000000e+09 2.280275344848632812e+01 -6.451899051666259766e+00 -3.145682811737060547e+00 -5.749122798442840576e-02 2.992657423019409180e-01 6.320389509201049805e-01 7.125036120414733887e-01
1.645543345049999952e+09 2.304226303100585938e+01 -6.448095321655273438e+00 -3.142960071563720703e+00 -5.944780260324478149e-02 2.933033108711242676e-01 6.507637500762939453e-01 6.978148818016052246e-01
1.645543345099999905e+09 2.327869033813476562e+01 -6.444872856140136719e+00 -3.142562150955200195e+00 -6.007230281829833984e-02 2.863346934318542480e-01 6.699200272560119629e-01 6.823569536209106445e-01
1.645543345150000095e+09 2.351199913024902344e+01 -6.441850662231445312e+00 -3.143270254135131836e+00 -5.934875458478927612e-02 2.785822153091430664e-01 6.891928315162658691e-01 6.662452816963195801e-01
1.645543345200000048e+09 2.374212837219238281e+01 -6.439704418182373047e+00 -3.146566152572631836e+00 -5.730550736188888550e-02 2.702670097351074219e-01 7.082986831665039062e-01 6.496035456657409668e-01
1.645543345250000000e+09 2.396909523010253906e+01 -6.437716960906982422e+00 -3.150378942489624023e+00 -5.401518195867538452e-02 2.616033256053924561e-01 7.269874215126037598e-01 6.325623989105224609e-01
1.645543345299999952e+09 2.419287490844726562e+01 -6.436471939086914062e+00 -3.155998468399047852e+00 -4.959002137184143066e-02 2.527924478054046631e-01 7.450444102287292480e-01 6.152604222297668457e-01
1.645543345349999905e+09 2.441351509094238281e+01 -6.435647010803222656e+00 -3.162389993667602539e+00 -4.417635500431060791e-02 2.440185844898223877e-01 7.622892260551452637e-01 5.978448390960693359e-01
1.645543345400000095e+09 2.463103294372558594e+01 -6.435453891754150391e+00 -3.169919967651367188e+00 -3.794761002063751221e-02 2.354458272457122803e-01 7.785735726356506348e-01 5.804726481437683105e-01
1.645543345450000048e+09 2.484545516967773438e+01 -6.435974121093750000e+00 -3.178675413131713867e+00 -3.109706193208694458e-02 2.272163033485412598e-01 7.937795519828796387e-01 5.633113384246826172e-01
1.645543345500000000e+09 2.505687713623046875e+01 -6.437014102935791016e+00 -3.187989950180053711e+00 -2.383070439100265503e-02 2.194493710994720459e-01 8.078162670135498047e-01 5.465409755706787109e-01
1.645543345549999952e+09 2.526525115966796875e+01 -6.439157485961914062e+00 -3.199344396591186523e+00 -1.636051386594772339e-02 2.122417092323303223e-01 8.206157088279724121e-01 5.303541421890258789e-01
1.645543345599999905e+09 2.547072219848632812e+01 -6.442028522491455078e+00 -3.211297512054443359e+00 -8.899629116058349609e-03 2.056687027215957642e-01 8.321312069892883301e-01 5.149550437927246094e-01
1.645543345650000095e+09 2.567335700988769531e+01 -6.445729732513427734e+00 -3.223954916000366211e+00 -1.656815409660339355e-03 1.997858136892318726e-01 8.423309922218322754e-01 5.005609989166259766e-01
1.645543345700000048e+09 2.587321281433105469e+01 -6.450534343719482422e+00 -3.237118959426879883e+00 5.166776478290557861e-03 1.946313977241516113e-01 8.511955142021179199e-01 4.873993396759033203e-01
1.645543345750000000e+09 2.607484626770019531e+01 -6.456357479095458984e+00 -3.250106811523437500e+00 1.137971878051757812e-02 1.902305632829666138e-01 8.587122559547424316e-01 4.757058322429656982e-01
1.645543345799999952e+09 2.627835845947265625e+01 -6.463149070739746094e+00 -3.262470722198486328e+00 1.680196821689605713e-02 1.865990906953811646e-01 8.648709058761596680e-01 4.657216370105743408e-01
1.645543345849999905e+09 2.648385238647460938e+01 -6.470847129821777344e+00 -3.273764610290527344e+00 2.126510441303253174e-02 1.837490200996398926e-01 8.696572780609130859e-01 4.576900601387023926e-01
1.645543345900000095e+09 2.669144248962402344e+01 -6.479357719421386719e+00 -3.282752513885498047e+00 2.461203187704086304e-02 1.816945970058441162e-01 8.730466961860656738e-01 4.518525004386901855e-01
1.645543345950000048e+09 2.690117454528808594e+01 -6.488498210906982422e+00 -3.289480447769165039e+00 2.669600024819374084e-02 1.804589927196502686e-01 8.749975562095642090e-01 4.484431743621826172e-01
1.645543346000000000e+09 2.711307334899902344e+01 -6.498276233673095703e+00 -3.294378042221069336e+00 2.738004177808761597e-02 1.800817698240280151e-01 8.754424452781677246e-01 4.476842880249023438e-01
1.645543346049999952e+09 2.732724761962890625e+01 -6.508491039276123047e+00 -3.296377420425415039e+00 2.582319453358650208e-02 1.791234165430068970e-01 8.746294379234313965e-01 4.497458636760711670e-01
1.645543346099999905e+09 2.754351234436035156e+01 -6.519157409667968750e+00 -3.296077728271484375e+00 2.304123342037200928e-02 1.793361455202102661e-01 8.722789287567138672e-01 4.543535709381103516e-01
1.645543346150000095e+09 2.776179313659667969e+01 -6.530387878417968750e+00 -3.294788837432861328e+00 1.915327832102775574e-02 1.806007176637649536e-01 8.685120344161987305e-01 4.611978232860565186e-01
1.645543346200000048e+09 2.798199844360351562e+01 -6.541899204254150391e+00 -3.291367769241333008e+00 1.427790522575378418e-02 1.827947795391082764e-01 8.634346127510070801e-01 4.699603617191314697e-01
1.645543346250000000e+09 2.820406150817871094e+01 -6.553935527801513672e+00 -3.287679433822631836e+00 8.534468710422515869e-03 1.857940852642059326e-01 8.571476340293884277e-01 4.803183078765869141e-01
1.645543346299999952e+09 2.842790031433105469e+01 -6.566154479980468750e+00 -3.282510995864868164e+00 2.043321728706359863e-03 1.894742101430892944e-01 8.497542142868041992e-01 4.919482469558715820e-01
1.645543346349999905e+09 2.865345191955566406e+01 -6.578764438629150391e+00 -3.277115345001220703e+00 -5.074486136436462402e-03 1.937119960784912109e-01 8.413677215576171875e-01 5.045295953750610352e-01
1.645543346400000095e+09 2.888064575195312500e+01 -6.591435432434082031e+00 -3.270743370056152344e+00 -1.269632577896118164e-02 1.983867287635803223e-01 8.321164846420288086e-01 5.177487134933471680e-01
1.645543346450000048e+09 2.910943031311035156e+01 -6.604323387145996094e+00 -3.264138221740722656e+00 -2.069904655218124390e-02 2.033811956644058228e-01 8.221480250358581543e-01 5.313004851341247559e-01
1.645543346500000000e+09 2.933975791931152344e+01 -6.617099285125732422e+00 -3.256936550140380859e+00 -2.895875275135040283e-02 2.085828483104705811e-01 8.116320967674255371e-01 5.448925495147705078e-01
1.645543346549999952e+09 2.957158851623535156e+01 -6.629882812500000000e+00 -3.249556779861450195e+00 -3.735177218914031982e-02 2.138845324516296387e-01 8.007618784904479980e-01 5.582461357116699219e-01
1.645543346599999905e+09 2.980490112304687500e+01 -6.642358303070068359e+00 -3.241942167282104492e+00 -4.575443267822265625e-02 2.191849499940872192e-01 7.897539138793945312e-01 5.710982084274291992e-01
1.645543346650000095e+09 3.003967857360839844e+01 -6.654548168182373047e+00 -3.234336376190185547e+00 -5.404482036828994751e-02 2.243894040584564209e-01 7.788474559783935547e-01 5.832025408744812012e-01
1.645543346700000048e+09 3.027591705322265625e+01 -6.666244983673095703e+00 -3.226832866668701172e+00 -6.210205703973770142e-02 2.294094264507293701e-01 7.683018445968627930e-01 5.943289995193481445e-01
1.645543346750000000e+09 3.051363754272460938e+01 -6.677209377288818359e+00 -3.219871759414672852e+00 -6.980758160352706909e-02 2.341626286506652832e-01 7.583943009376525879e-01 6.042623519897460938e-01
1.645543346799999952e+09 3.075283432006835938e+01 -6.687489986419677734e+00 -3.213365316390991211e+00 -7.704468816518783569e-02 2.385718226432800293e-01 7.494148015975952148e-01 6.128010749816894531e-01
1.645543346849999905e+09 3.099355888366699219e+01 -6.696425437927246094e+00 -3.208465576171875000e+00 -8.369912207126617432e-02 2.425639033317565918e-01 7.416629791259765625e-01 6.197524666786193848e-01
1.645543346900000095e+09 3.123580741882324219e+01 -6.704067230224609375e+00 -3.205067634582519531e+00 -8.965814113616943359e-02 2.460684776306152344e-01 7.354413866996765137e-01 6.249302625656127930e-01
1.645543346950000048e+09 3.147958755493164062e+01 -6.710234165191650391e+00 -3.203468561172485352e+00 -9.481033682823181152e-02 2.490151226520538330e-01 7.310501337051391602e-01 6.281467676162719727e-01
1.645543347000000000e+09 3.172489738464355469e+01 -6.714706897735595703e+00 -3.204146623611450195e+00 -9.904488921165466309e-02 2.513316273689270020e-01 7.287799119949340820e-01 6.292077302932739258e-01
1.645543347049999952e+09 3.197239685058593750e+01 -6.717414379119873047e+00 -3.207508563995361328e+00 -1.022823974490165710e-01 2.529649138450622559e-01 7.288261651992797852e-01 6.279804706573486328e-01
1.645543347099999905e+09 3.222204589843750000e+01 -6.718610763549804688e+00 -3.213793277740478516e+00 -1.045707836747169495e-01 2.539512515068054199e-01 7.310485243797302246e-01 6.246132850646972656e-01
1.645543347150000095e+09 3.247383117675781250e+01 -6.719194412231445312e+00 -3.222717761993408203e+00 -1.059875190258026123e-01 2.543440461158752441e-01 7.352065443992614746e-01 6.193117499351501465e-01
1.645543347200000048e+09 3.272776412963867188e+01 -6.720930099487304688e+00 -3.232275247573852539e+00 -1.066077053546905518e-01 2.541913092136383057e-01 7.410451769828796387e-01 6.122693419456481934e-01
1.645543347250000000e+09 3.298383712768554688e+01 -6.724291801452636719e+00 -3.241677761077880859e+00 -1.065058186650276184e-01 2.535386383533477783e-01 7.483004331588745117e-01 6.036731004714965820e-01
1.645543347299999952e+09 3.324204254150390625e+01 -6.728899002075195312e+00 -3.250609636306762695e+00 -1.057559028267860413e-01 2.524310350418090820e-01 7.567055821418762207e-01 5.937095880508422852e-01
1.645543347349999905e+09 3.350239562988281250e+01 -6.733835220336914062e+00 -3.258716344833374023e+00 -1.044329106807708740e-01 2.509146332740783691e-01 7.659956216812133789e-01 5.825686454772949219e-01
1.645543347400000095e+09 3.376493072509765625e+01 -6.738556861877441406e+00 -3.265114068984985352e+00 -1.026127934455871582e-01 2.490383088588714600e-01 7.759125232696533203e-01 5.704475045204162598e-01
1.645543347450000048e+09 3.402949905395507812e+01 -6.746979713439941406e+00 -3.266155958175659180e+00 -1.003734767436981201e-01 2.468547821044921875e-01 7.862078547477722168e-01 5.575526952743530273e-01
1.645543347500000000e+09 3.429581069946289062e+01 -6.761110782623291016e+00 -3.260838031768798828e+00 -9.779474139213562012e-02 2.444214820861816406e-01 7.966468930244445801e-01 5.441029667854309082e-01
1.645543347549999952e+09 3.456379318237304688e+01 -6.779909610748291016e+00 -3.250786781311035156e+00 -9.495852142572402954e-02 2.418011575937271118e-01 8.070104718208312988e-01 5.303293466567993164e-01
1.645543347599999905e+09 3.483343124389648438e+01 -6.802797794342041016e+00 -3.236841917037963867e+00 -9.194897115230560303e-02 2.390619069337844849e-01 8.170974254608154297e-01 5.164750814437866211e-01
1.645543347650000095e+09 3.510494232177734375e+01 -6.828288555145263672e+00 -3.220566987991333008e+00 -8.885210752487182617e-02 2.362773120403289795e-01 8.267246484756469727e-01 5.027965903282165527e-01
1.645543347700000048e+09 3.537857437133789062e+01 -6.855048656463623047e+00 -3.203265190124511719e+00 -8.575550466775894165e-02 2.335259914398193359e-01 8.357284665107727051e-01 4.895605444908142090e-01
1.645543347750000000e+09 3.565452194213867188e+01 -6.882338523864746094e+00 -3.185693979263305664e+00 -8.274807035923004150e-02 2.308909296989440918e-01 8.439618349075317383e-01 4.770435094833374023e-01
1.645543347799999952e+09 3.593293762207031250e+01 -6.909723758697509766e+00 -3.168316602706909180e+00 -7.991986721754074097e-02 2.284591645002365112e-01 8.512939214706420898e-01 4.655295312404632568e-01
1.645543347849999905e+09 3.621396255493164062e+01 -6.936745643615722656e+00 -3.151613712310791016e+00 -7.736111432313919067e-02 2.263200283050537109e-01 8.576067090034484863e-01 4.553078413009643555e-01
1.645543347900000095e+09 3.649774169921875000e+01 -6.962997913360595703e+00 -3.136016845703125000e+00 -7.516276091337203979e-02 2.245648950338363647e-01 8.627900481224060059e-01 4.466705024242401123e-01
1.645543347950000048e+09 3.678432846069335938e+01 -6.988500595092773438e+00 -3.121572732925415039e+00 -7.341483235359191895e-02 2.232852131128311157e-01 8.667373061180114746e-01 4.399096071720123291e-01
1.645543348000000000e+09 3.707379913330078125e+01 -7.013200759887695312e+00 -3.108384847640991211e+00 -7.220722734928131104e-02 2.225713729858398438e-01 8.693383932113647461e-01 4.353145062923431396e-01
1.645543348049999952e+09 3.736623764038085938e+01 -7.036657333374023438e+00 -3.096713304519653320e+00 -7.184900343418121338e-02 2.220006883144378662e-01 8.706406950950622559e-01 4.330566525459289551e-01
1.645543348099999905e+09 3.766169738769531250e+01 -7.058075904846191406e+00 -3.087466716766357422e+00 -7.204452157020568848e-02 2.220882922410964966e-01 8.705819249153137207e-01 4.330974817276000977e-01
1.645543348150000095e+09 3.795999526977539062e+01 -7.078637599945068359e+00 -3.079596757888793945e+00 -7.274509966373443604e-02 2.227846384048461914e-01 8.692606687545776367e-01 4.352712035179138184e-01
1.645543348200000048e+09 3.825333786010742188e+01 -7.097995281219482422e+00 -3.073140859603881836e+00 -7.389291375875473022e-02 2.240495681762695312e-01 8.667547702789306641e-01 4.394059479236602783e-01
1.645543348250000000e+09 3.854168701171875000e+01 -7.115827560424804688e+00 -3.068520784378051758e+00 -7.542268931865692139e-02 2.258493006229400635e-01 8.631278872489929199e-01 4.453243613243103027e-01
1.645543348299999952e+09 3.882492446899414062e+01 -7.133009910583496094e+00 -3.064909219741821289e+00 -7.726383954286575317e-02 2.281537950038909912e-01 8.584329485893249512e-01 4.528454542160034180e-01
1.645543348349999905e+09 3.910298919677734375e+01 -7.149706840515136719e+00 -3.062124490737915039e+00 -7.934096455574035645e-02 2.309341281652450562e-01 8.527181148529052734e-01 4.617859721183776855e-01
1.645543348400000095e+09 3.937582397460937500e+01 -7.165820121765136719e+00 -3.060466051101684570e+00 -8.157582581043243408e-02 2.341606020927429199e-01 8.460295200347900391e-01 4.719621539115905762e-01
1.645543348450000048e+09 3.964335250854492188e+01 -7.181760311126708984e+00 -3.059582710266113281e+00 -8.388836681842803955e-02 2.378003746271133423e-01 8.384158015251159668e-01 4.831900596618652344e-01
1.645543348500000000e+09 3.990551376342773438e+01 -7.197690486907958984e+00 -3.059306859970092773e+00 -8.619853854179382324e-02 2.418161034584045410e-01 8.299306035041809082e-01 4.952876567840576172e-01
1.645543348549999952e+09 4.016225433349609375e+01 -7.213720321655273438e+00 -3.059673309326171875e+00 -8.842796087265014648e-02 2.461645305156707764e-01 8.206360936164855957e-01 5.080745816230773926e-01
1.645543348599999905e+09 4.041349411010742188e+01 -7.230434417724609375e+00 -3.060840368270874023e+00 -9.050219506025314331e-02 2.507955431938171387e-01 8.106052875518798828e-01 5.213731527328491211e-01
1.645543348650000095e+09 4.065917205810546875e+01 -7.248273849487304688e+00 -3.062449693679809570e+00 -9.270579367876052856e-02 2.551239430904388428e-01 8.000919222831726074e-01 5.349490046501159668e-01
1.645543348700000048e+09 4.089917755126953125e+01 -7.268566608428955078e+00 -3.064590692520141602e+00 -9.504408389329910278e-02 2.590512037277221680e-01 7.892231941223144531e-01 5.486215949058532715e-01
1.645543348750000000e+09 4.113324737548828125e+01 -7.293356895446777344e+00 -3.067327499389648438e+00 -9.720367938280105591e-02 2.629374861717224121e-01 7.779864072799682617e-01 5.622742772102355957e-01
1.645543348799999952e+09 4.136091232299804688e+01 -7.325559139251708984e+00 -3.070344686508178711e+00 -9.913123399019241333e-02 2.667443156242370605e-01 7.665051221847534180e-01 5.757517814636230469e-01
1.645543348849999905e+09 4.158206558227539062e+01 -7.364091396331787109e+00 -3.073052406311035156e+00 -1.007749512791633606e-01 2.704372406005859375e-01 7.549139261245727539e-01 5.889082551002502441e-01
1.645543348900000095e+09 4.179683685302734375e+01 -7.406838417053222656e+00 -3.075152635574340820e+00 -1.020847558975219727e-01 2.739854156970977783e-01 7.433584332466125488e-01 6.016052961349487305e-01
1.645543348950000048e+09 4.200554275512695312e+01 -7.451528072357177734e+00 -3.076637268066406250e+00 -1.030120328068733215e-01 2.773619294166564941e-01 7.319931387901306152e-01 6.137139797210693359e-01
1.645543349000000000e+09 4.220842361450195312e+01 -7.496657371520996094e+00 -3.077635049819946289e+00 -1.035099029541015625e-01 2.805432677268981934e-01 7.209818959236145020e-01 6.251128911972045898e-01
